Date,Open,High,Low,Close
8/30/2019,45.24,45.58,45.16,45.33
9/3/2019,45.24,46.09,45.24,45.84
9/4/2019,45.84,46.27,45.24,45.41
9/5/2019,45.58,45.67,44.9,44.9
9/6/2019,45.16,45.41,44.64,45.16
9/9/2019,45.24,46.44,44.81,45.92
9/10/2019,46.27,46.44,45.75,46.09
9/11/2019,46.18,46.27,45.58,46.18
9/12/2019,46.44,48.23,46.44,48.23
9/13/2019,48.23,49,48.06,48.48
9/16/2019,48.57,49.51,48.4,49.25
9/17/2019,49,49.59,48.74,49.17
9/18/2019,49.42,49.42,48.06,48.14
9/19/2019,48.31,49.34,47.97,49.34
9/20/2019,49.25,50.19,49.17,49.68
9/23/2019,49.51,49.76,48.23,48.23
9/24/2019,48.14,48.66,47.63,47.97
9/25/2019,48.06,49,47.89,49
9/26/2019,49.25,49.51,48.83,49.25
9/27/2019,49.17,50.19,49,49.94
9/30/2019,50.62,50.79,49.25,49.25
10/1/2019,49.25,49.94,49.17,49.94
10/2/2019,49.94,50.02,48.83,48.83
10/3/2019,48.31,49,48.14,48.83
10/4/2019,49.08,49.08,48.4,48.48
10/7/2019,48.48,48.83,47.37,47.37
10/8/2019,47.37,47.97,47.12,47.89
10/9/2019,48.06,48.66,47.63,48.14
10/10/2019,48.31,48.66,48.14,48.14
10/11/2019,48.4,48.57,48.14,48.23
10/14/2019,48.66,49.68,48.48,49.25
10/15/2019,49.34,49.34,49,49
10/16/2019,49.34,49.51,49,49.08
10/17/2019,49,49.08,48.31,48.4
10/18/2019,48.48,49.17,48.31,48.74
10/21/2019,49,49,48.06,48.23
10/22/2019,48.23,48.31,47.55,48.06
10/23/2019,47.97,48.66,47.89,48.14
10/24/2019,48.48,49.68,48.14,49.68
10/25/2019,49.76,49.94,49.25,49.51
10/28/2019,49.51,50.19,49.34,49.59
10/29/2019,49.68,49.76,49.34,49.42
10/30/2019,49.34,49.59,49.17,49.34
10/31/2019,49.51,50.11,49.34,49.42
11/1/2019,49.51,50.11,49.17,49.94
11/4/2019,50.11,51.64,50.11,51.13
11/5/2019,51.22,51.3,50.7,51.05
11/6/2019,51.05,51.56,50.79,50.79
11/7/2019,50.79,51.13,50.53,50.79
11/8/2019,51.05,51.05,50.53,50.87
11/11/2019,51.05,51.73,50.79,51.22
11/12/2019,51.22,52.33,51.22,52.07
